"companyid","yearmonth1","sentences","countvar1"
18511,"2011m11","Together with the opportunities we're pursuing in infrastructure and Debt Management, we're are well-positioned to deliver on our strategy and maximize value for shareholders for the long-term.",2322
18511,"2011m11","We're now happy to take questions.",2322
18511,"2011m11","Let me answer the question on fundraising first.",2322
18511,"2011m11","I mean, the fund that we are out on the road with at the moment is in our India Infrastructure Fund.",2322
18511,"2011m11","That's a successive vehicle to the first fund which has been very successful.",2322
18511,"2011m11","As I said, we expect that, that will be closed at some point during 2012.",2322
18511,"2011m11","The debt management business, we would hope would be able to launch a number of different products.",2322
18511,"2011m11","debt management fundraising has been very, very challenging for 3 or 4 years, really since the start of the financial crisis.",2322
18511,"2011m11","Though we are seeing now desire for yield, and our debt management business can certainly provide that in investing in good corporate credit in a relatively lowly or even un-levered way.",2322
18511,"2011m11","So there's a demand for that product.",2322
18511,"2011m11","In terms of private equity fund raising, I mentioned in my statement, we've come to our -- or virtually the end of our Eurofund V investment period.",2322
18511,"2011m11","We won't be able to go out on the road and raise a new private equity fund, though, until we finish investing our growth capital fund.",2322
18511,"2011m11","Because, what we said is our next European private equity or developed markets private equity fund will be a combined growth and buyout fund.",2322
18511,"2011m11","So as soon as we finished investing all, as we get towards the end of the investment period in growth capital, which is the end of 2012, we will then look to raise another private equity fund.",2322
18511,"2011m11","In terms of what the market environment is, there are 2 aspects to that.",2322
18511,"2011m11","One is the fundraising environment, which I think is tough as I've ever known it.",2322
18511,"2011m11","I think quite a lot of people or quite a lot of limited partners, the investors in funds, are taking a very long time to consider new propositions.",2322
18511,"2011m11","There is a record number of funds, both from North America and Europe on the road at the moment, and fundraisings are taking an incredible length of time, between 20 months and 24 months on the road for a typical fundraising.",2322
18511,"2011m11","So an extraordinary length of time.",2322
18511,"2011m11","And as you saw from Menno's chart earlier, a relatively small amount of capital is actually being raised in new funds.",2322
18511,"2011m11","So this is a tough environment.",2322
18511,"2011m11","How does that impact on us? Well actually, it plays to 3i's advantage to a certain extent because we are one of the few players in our industry with the benefit of permanent capital not, just at the 3i Group level, but through 3i Infrastructure plc as well.",2322
18511,"2011m11","And we certainly intend to be in the market, making good investments, notwithstanding all the things I've said about how cautious we are.",2322
18511,"2011m11","But it does mean that we can be in the market effectively doing good deals, and we're not going to be on the road in the next 12 months.",2322
18511,"2011m11","Thanks, Menno.",2322
18511,"2011m11","Before we move to Q&A, I want to conclude with some key messages.",2322
18511,"2011m11","Clearly, we continue to operate in a difficult economic environment, and while the steps that we've taken to strengthen the business are very evident, we're certainly not immune to market turmoil and volatility.",2322
18511,"2011m11","Concerns over excessive levels of sovereign debt taken on by many Western governments, combined with political turbulence and de-leveraging pressures on the banking system, are likely to lead to increased risk and lower growth, particularly in Europe.",2322
